Name,Type,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Habitat,Power,Size,Weight Class,Diet,Evolution Stage,Movement,Combat,Narrative
Hitmonlee,Fighting,6,13,6,4,11,11,"Grasslands, Urban",6,Medium,3,Omnivore,3,Jumper,Reach,
Hitmonchan,Fighting,6,12,9,4,11,9,"Grasslands, Urban",7,Medium,4,Omnivore,3,,,
Hitmontop,Fighting,6,11,11,4,11,8,"Grasslands, Urban",6,Medium,3,Omnivore,3,,,
Makuhita,Fighting,9,8,4,2,4,3,Cave,6,Medium,4,Omnivore,2,Slow,,
Hariyama,Fighting,15,13,7,4,7,5,Cave,14,Large,6,Omnivore,3,,,
Meditite,Fighting|Psychic,4,4,6,4,6,6,Cave,4,Small,1,Omnivore,2,,Underdog,Aura Reader|Telepath
Medicham,Fighting|Psychic,6,6,8,6,8,8,Cave,6,Medium,3,Omnivore,3,Jumper,Blender|Underdog,Aura Reader|Telepath
Riolu,Fighting,4,7,4,5,4,6,Cave,3,Small,2,Omnivore,2,,Underdog,Aura Reader
Lucario,Fighting|Steel,7,11,7,12,7,9,Cave,7,Medium,4,Omnivore,3,Jumper|Quick,,Aura Reader|Empath|Telepath
Mienfoo,Fighting,5,9,5,6,5,7,"Cave, Mountain",4,Small,2,Omnivore,2,Jumper,Underdog,
Mienshao,Fighting,7,16,6,10,6,11,"Cave, Mountain",6,Medium,3,Omnivore,3,Jumper,Reach,
Pancham,Fighting,7,8,6,5,5,4,Grasslands,2,Small,1,Herbivore,2,,Underdog,Pack Mon
Pangoro,Fighting|Dark,10,13,8,7,7,6,Grasslands,9,Large,5,Herbivore,3,,,Pack Mon
Crabrawler,Fighting,5,8,6,4,5,6,Tundra,2,Small,1,Herbivore,2,,Underdog,Gilled
Crabominable,Fighting|Ice,10,15,9,6,7,4,Tundra,8,Large,5,Omnivore,3,,,Gilled
Clobbopus,Fighting,5,7,6,5,5,3,Ocean,4,Small,1,Omnivore,2,Swimmer,Underdog,Gilled
Grapploct,Fighting,8,13,10,7,9,4,Ocean,7,Medium,3,Omnivore,3,Swimmer,,Gilled
Vulpix,Fire,4,4,4,5,7,7,"Forest, Mountain",2,Small,1,Omnivore,2,,Underdog,Tracker
Ninetales,Fire,7,8,8,8,10,10,"Forest, Mountain",4,Medium,2,Omnivore,3,,,Tracker
Growlithe,Fire,6,7,5,7,5,6,Grasslands,3,Small,2,Carnivore,2,,Underdog,Pack Mon|Tracker
Arcanine,Fire,9,11,8,10,8,10,Grasslands,8,Large,5,Carnivore,3,Jumper|Quick,Mountable,Pack Mon|Tracker
Ponyta,Fire,5,9,6,7,7,9,Grasslands,3,Medium,3,Herbivore,2,Jumper|Quick,Mountable|Underdog,Glow|Heater
Rapidash,Fire,7,10,7,8,8,11,Grasslands,6,Large,4,Herbivore,3,Jumper|Quick,Mountable,Glow|Heater
Slugma,Fire,5,5,5,8,5,2,Cave,3,Small,3,Terravore,2,Grounded|Slow,Underdog,Amorphous|Glow|Heater
Magcargo,Fire|Rock,6,5,12,9,8,3,Cave,4,Small,4,Terravore,3,Grounded|Slow,Underdog,Glow|Heater
Numel,Fire|Ground,6,6,4,7,5,4,"Desert, Mountain",5,Small,2,Herbivore,2,Slow,Underdog,Heater
Camerupt,Fire|Ground,9,11,8,11,8,4,"Desert, Mountain",10,Large,6,Herbivore,3,,Mountable,Heater
Pansear,Fire,5,5,5,5,5,6,"Forest, Grasslands",3,Small,1,Omnivore,2,Climber|Jumper,Underdog,
Simisear,Fire,9,10,6,10,6,10,"Forest, Grasslands",4,Medium,3,Omnivore,3,Climber|Jumper,,
Darumaka,Fire,7,9,5,2,5,5,"Cave, Desert",4,Small,3,Herbivore,2,,Underdog,Heater
Darmanitan,Fire,11,15,6,3,6,10,"Cave, Desert",8,Medium,4,Omnivore,3,,,Heater
Darmanitan Zen,Fire|Psychic,11,3,11,15,11,5,"Cave, Desert",8,Medium,4,Omnivore,3,Slow,Telekinetic,Mindlock|Telepath
Litleo,Fire|Normal,6,5,6,7,6,7,Grasslands,2,Small,2,Carnivore,2,,Underdog,Pack Mon|Tracker
Pyroar,Fire|Normal,9,7,7,11,7,11,Grasslands,6,Medium,4,Carnivore,3,,Mountable,Pack Mon|Tracker
Sizzlipede,Fire|Bug,5,7,5,5,5,5,Forest,1,Small,2,Carnivore,2,Climber,Threaded|Underdog,Heater
Centiskorch,Fire|Bug,10,12,7,9,9,7,Forest,7,Huge,5,Carnivore,3,Climber,Mountable|Threaded,Heater
Charcadet,Fire,5,6,4,6,4,5,Urban,4,Small,1,Omnivore,2,,Underdog,
Armarouge,Fire|Psychic,9,6,10,13,8,8,Urban,8,Medium,4,Omnivore,3,,Telekinetic,
Ceruledge,Fire|Ghost,8,13,8,6,10,9,Urban,8,Medium,2,Omnivore,3,,,Dead Silent
Noibat,Flying|Dragon,4,4,4,6,4,8,Cave,1,Small,1,Omnivore,2,Flier,Blindsense|Underdog,
Noivern,Flying|Dragon,9,7,8,10,8,12,Cave,6,Medium,4,Omnivore,3,Flier|Quick,Blindsense,
Wattrel,Flying|Electric,5,5,4,6,4,6,Ocean,1,Small,1,Omnivore,2,Flier,Underdog,
Kilowattrel,Flying|Electric,7,7,6,12,6,13,Ocean,3,Medium,3,Omnivore,3,Flier,,
Misdreavus,Ghost,6,6,6,9,9,9,Urban,2,Small,1,Nullivore,2,Flier|Phaser,Darkvision|Invisibility|Underdog,Dead Silent
Mismagius,Ghost,6,6,6,11,11,11,Urban,3,Small,1,Nullivore,3,Flier|Phaser,Darkvision|Invisibility,Dead Silent
Shuppet,Ghost,4,8,4,6,3,5,Urban,1,Small,1,Nullivore,2,Flier|Phaser,Darkvision|Invisibility|Underdog,Dead Silent
Banette,Ghost,9,12,8,8,7,7,Urban,2,Medium,2,Nullivore,3,Flier|Phaser,Darkvision|Invisibility,Dead Silent
Drifloon,Ghost|Flying,9,5,3,6,4,7,Urban,1,Small,1,Nullivore,2,Flier,Darkvision|Underdog,Dead Silent
Drifblim,Ghost|Flying,15,9,4,10,5,8,Urban,5,Medium,2,Nullivore,3,Flier,Darkvision,Dead Silent
Yamask,Ghost,4,3,9,6,7,3,"Desert, Urban",2,Small,1,Terravore,2,Flier|Phaser,Darkvision|Invisibility|Underdog,Dead Silent
Cofagrigus,Ghost,6,5,15,10,12,3,"Desert, Urban",7,Medium,4,Terravore,3,Flier|Phaser,Darkvision|Invisibility,Dead Silent
Phantump,Ghost|Grass,4,7,5,5,6,4,Forest,1,Small,1,Nullivore,2,Flier|Phaser,Darkvision|Invisibility|Underdog,Dead Silent
Trevenant,Ghost|Grass,11,11,8,7,8,6,Forest,6,Medium,4,Nullivore,3,Flier|Phaser,Darkvision|Invisibility,Dead Silent
Pumpkaboo,Ghost|Grass,5,7,7,4,6,5,"Forest, Urban",1,Small,1,Nullivore,2,Flier|Phaser,Darkvision|Invisibility|Underdog,Dead Silent|Glow
Gourgeist,Ghost|Grass,8,9,12,6,8,8,"Forest, Urban",3,Small,1,Nullivore,3,Flier|Phaser,Darkvision|Invisibility,Dead Silent|Glow
Sandygast,Ghost|Ground,6,6,8,7,5,2,Desert,1,Small,4,Nullivore,2,Burrower|Grounded|Slow,Darkvision|Underdog,Amorphous|Dead Silent
Palossand,Ghost|Ground,9,8,12,10,8,4,Desert,4,Medium,6,Nullivore,3,Burrower|Grounded,Darkvision|Groundshaper,Amorphous|Dead Silent|Tremorsense
Sinistea,Ghost,4,5,5,7,5,5,Urban,1,Small,1,Nullivore,2,Flier|Phaser,Darkvision|Underdog,Amorphous|Dead Silent
Polteageist,Ghost,6,7,7,13,11,7,Urban,1,Small,1,Nullivore,3,Flier|Phaser,Darkvision,Amorphous|Dead Silent
Greavard,Ghost,5,6,6,3,6,4,Urban,3,Small,3,Carnivore,2,,Darkvision|Underdog,Glow|Tracker
Houndstone,Ghost,8,10,10,5,10,8,Urban,5,Large,2,Carnivore,3,,Darkvision|Mountable,Glow|Soul Seer|Tracker
Exeggcute,Grass|Psychic,6,4,8,6,5,4,Forest,1,Small,1,Phototroph,2,Slow,Underdog,
Exeggutor,Grass|Psychic,10,10,9,13,8,6,Forest,6,Large,5,Phototroph,3,,,
Alolan Exeggutor,Grass|Dragon,10,11,9,13,8,5,"Forest, Grasslands",6,Huge,6,Phototroph,3,Grounded,Reach,
Tangela,Grass,7,6,12,10,4,6,"Forest, Grasslands",4,Medium,3,Phototroph,2,,Reach|Threaded|Underdog,
Tangrowth,Grass,10,10,13,11,5,5,"Forest, Grasslands",7,Large,5,Phototroph,3,,Reach|Threaded,
Sunkern,Grass,5,5,5,5,5,5,"Forest, Grasslands",1,Small,1,Phototroph,2,Slow,Underdog,
Sunflora,Grass,9,9,7,12,10,4,"Forest, Grasslands",3,Small,1,Phototroph,3,,,
Shroomish,Grass,6,5,6,5,6,5,Forest,2,Small,1,Phototroph,2,Slow,Underdog,
Breloom,Grass|Fighting,8,13,9,6,8,7,Forest,6,Medium,3,Phototroph,3,,,
Cacnea,Grass,5,9,4,9,4,4,Desert,1,Small,4,Phototroph,2,,Underdog,
Cacturne,Grass|Dark,9,14,7,14,7,7,Desert,5,Medium,4,Phototroph,3,,Darkvision,
Cherubi,Grass,5,5,5,6,5,4,"Forest, Grasslands",1,Small,1,Phototroph,2,Slow,Underdog,
Cherrim,Grass,7,7,9,10,9,9,"Forest, Grasslands",3,Small,1,Phototroph,3,,,
Snover,Grass|Ice,6,6,5,6,6,5,"Forest, Tundra",2,Medium,4,Phototroph,2,,Underdog,Chilled
Abomasnow,Grass|Ice,10,9,8,9,9,6,"Forest, Tundra",10,Large,5,Phototroph,3,,,Chilled
Pansage,Grass,5,5,5,5,5,6,"Forest, Grasslands",3,Small,1,Omnivore,2,Climber|Jumper,Underdog,
Simisage,Grass,9,10,6,10,6,10,"Forest, Grasslands",4,Medium,3,Omnivore,3,Climber|Jumper,,
Cottonee,Grass|Fairy,4,3,6,4,6,7,Grasslands,1,Small,1,Phototroph,2,Flier,Underdog,
Whimsicott,Grass|Fairy,6,7,9,9,8,12,Grasslands,2,Small,1,Phototroph,3,Flier,,
Petilil,Grass,5,4,5,7,5,4,"Forest, Grasslands",2,Small,1,Phototroph,2,,Underdog,Mender
Lilligant,Grass,8,6,8,12,8,9,"Forest, Grasslands",4,Medium,2,Phototroph,3,,,Alluring|Mender
Hisuian Lilligant,Grass|Fighting,8,12,8,6,7,10,"Forest, Grasslands",7,Medium,2,Phototroph,3,Jumper|Quick,,Alluring
Foongus,Grass|Poison,7,6,5,6,6,2,Forest,2,Small,1,Phototroph,2,Slow,,
Amoonguss,Grass|Poison,12,9,9,9,9,3,Forest,4,Small,1,Phototroph,3,,,
Ferroseed,Grass|Steel,4,5,9,2,9,1,"Cave, Forest",4,Small,2,"Phototroph, Terravore",2,Climber|Slow,Underdog,
Ferrothorn,Grass|Steel,8,9,14,5,13,2,"Cave, Forest",7,Medium,5,"Phototroph, Terravore",3,Climber,Reach,
Skiddo,Grass,7,7,5,6,6,5,"Forest, Grasslands",3,Small,3,Herbivore,2,Jumper,Mountable|Underdog,
Gogoat,Grass,12,10,6,10,8,7,"Forest, Grasslands",6,Medium,4,Herbivore,3,Jumper|Quick,Mountable,
Fomantis,Grass,4,7,4,6,4,5,Forest,2,Small,1,Omnivore,2,,Underdog,Alluring
Lurantis,Grass,7,12,9,8,9,6,Forest,4,Small,2,Omnivore,3,Quick,,Alluring
Morelull,Grass|Fairy,4,4,6,7,8,2,Forest,1,Small,1,Phototroph,2,Slow,Underdog,Glow
Shiinotic,Grass|Fairy,6,5,8,9,10,3,Forest,3,Medium,2,Phototroph,3,,Underdog,Glow
Gossifleur,Grass,5,5,7,5,7,1,Grasslands,1,Small,1,Phototroph,2,Flier,Underdog,Alluring
Eldegoss,Grass,7,5,10,9,13,7,Grasslands,1,Small,1,Phototroph,3,Flier,,Alluring
Applin,Grass|Dragon,5,5,8,5,5,2,Forest,1,Small,1,Herbivore,1,Slow,Underdog,
Flapple,Grass|Dragon,7,12,8,10,6,8,Forest,1,Small,1,Herbivore,3,Flier,,
Appletun,Grass|Dragon,11,9,9,10,9,3,Forest,2,Small,2,Herbivore,3,,,Alluring
Dipplin,Grass|Dragon,8,8,11,10,8,4,Forest,1,Small,1,Herbivore,2,Slow,,Alluring
Hydrapple,Grass|Dragon,11,8,11,12,8,5,Forest,6,Medium,5,Herbivore,3,,Reach,Alluring
Capsakid,Grass,5,6,4,6,4,5,Forest,3,Small,1,Phototroph,2,,Underdog,
Scovillain,Grass|Fire,7,13,7,13,7,8,Forest,6,Small,2,Phototroph,3,,,
Bramblin,Grass|Ghost,5,7,3,5,4,6,Desert,2,Small,1,Nullivore,2,,Darkvision|Underdog,Breathless
Brambleghast,Grass|Ghost,7,12,7,8,7,10,Desert,4,Medium,1,Nullivore,3,Quick,Darkvision,Breathless
Sandshrew,Ground,5,8,9,2,3,4,Desert,3,Small,2,Omnivore,2,Burrower,Underdog,Tremorsense
Sandslash,Ground,9,11,11,5,6,9,Desert,4,Medium,3,Omnivore,3,Burrower,Groundshaper,Tremorsense
Diglett,Ground,2,6,3,4,5,10,"Cave, Desert",1,Small,1,Herbivore,2,Burrower|Grounded|Quick,Underdog,Tremorsense
Dugtrio,Ground,4,10,5,5,7,12,"Cave, Desert",4,Small,3,Herbivore,3,Burrower|Grounded|Quick,Groundshaper|Underdog,Tremorsense
Cubone,Ground,5,5,10,4,5,4,"Cave, Grasslands",2,Small,1,Herbivore,2,,"Darkvision|Underdog|Wielder (Martial, Melee, Small)",
Marowak,Ground,6,8,11,5,8,5,"Cave, Grasslands",4,Medium,3,Herbivore,3,,"Darkvision|Underdog|Wielder (Martial, Melee, Small)",
Alolan Marowak,Fire|Ghost,6,8,11,5,8,5,"Cave, Mountain",4,Medium,3,Omnivore,3,,Darkvision|Underdog|Wielder (Melee),Glow
Gligar,Ground|Flying,7,8,11,4,7,9,Mountain,3,Medium,4,Carnivore,2,Climber|Glider,,
Gliscor,Ground|Flying,8,10,13,5,8,10,Mountain,5,Large,3,Carnivore,3,Climber|Glider,,
Phanpy,Ground,9,6,6,4,4,4,"Grasslands, Mountain",4,Small,3,Herbivore,2,,Underdog,Tracker
Donphan,Ground,10,12,12,6,6,5,"Grasslands, Mountain",7,Medium,5,Omnivore,3,Quick,Mountable,Tracker
Baltoy,Ground|Psychic,4,4,6,4,7,6,"Cave, Desert",5,Small,2,Terravore,2,Flier,Underdog,Breathless|Dead Silent
Claydol,Ground|Psychic,6,7,11,7,12,8,"Cave, Desert",6,Medium,5,Terravore,3,Flier,,Breathless|Dead Silent
Hippopotas,Ground,7,7,8,4,4,3,Desert,5,Small,3,Herbivore,2,Burrower|Slow,Groundshaper|Underdog,Tremorsense
Hippowdon,Ground,10,11,12,7,7,5,Desert,9,Large,6,Omnivore,3,Burrower,Groundshaper,Tremorsense
Drilbur,Ground,6,9,4,3,5,7,"Cave, Desert",2,Small,1,Herbivore,2,Burrower|Quick,Underdog,Tremorsense
Excadrill,Ground|Steel,11,14,6,5,7,9,"Cave, Desert",6,Small,3,Herbivore,3,Burrower|Quick,Groundshaper,Tremorsense
Golett,Ground|Ghost,6,7,5,4,5,4,"Desert, Urban",7,Medium,4,Terravore,2,,Darkvision|Underdog,Breathless
Golurk,Ground|Ghost,10,13,8,6,8,6,"Desert, Urban",14,Huge,6,Terravore,3,Flier,Darkvision|Groundshaper,Breathless
Mudbray,Ground,7,10,7,5,6,5,"Grasslands, Mountain",8,Medium,5,Herbivore,2,,Mountable|Underdog,
Mudsdale,Ground,10,13,10,6,9,4,"Grasslands, Mountain",13,Large,6,Herbivore,3,,Groundshaper|Mountable,
Silicobra,Ground,5,6,8,4,5,5,Desert,2,Medium,1,Carnivore,2,Burrower,Underdog,
Sandaconda,Ground,7,11,13,7,7,7,Desert,5,Large,4,Carnivore,3,Burrower,,
Smoochum,Ice|Psychic,5,3,2,9,7,7,Tundra,1,Small,1,Omnivore,2,Slow,Underdog,
Jynx,Ice|Psychic,7,5,5,13,11,10,Tundra,4,Medium,3,Omnivore,3,,Telekinetic,
Snorunt,Ice,5,5,5,5,5,5,"Cave, Tundra",1,Small,2,Nullivore,2,Slow,Underdog,Chilled
Glalie,Ice,9,9,9,8,8,8,"Cave, Tundra",5,Medium,6,Carnivore,3,Flier,Darkvision,Chilled|Dead Silent
Froslass,Ice|Ghost,7,8,7,10,7,12,"Cave, Tundra",3,Medium,3,Nullivore,3,Flier,Darkvision,Chilled|Dead Silent|Illusionist
Cubchoo,Ice,6,7,4,6,4,4,Tundra,2,Small,1,Omnivore,2,,Underdog,Chilled
Beartic,Ice,10,13,8,7,8,5,Tundra,9,Large,6,Omnivore,3,Swimmer,,Chilled
Bergmite,Ice,6,7,9,3,4,3,Tundra,3,Medium,4,Terravore,2,Slow,Underdog,Chilled
Avalugg,Ice,10,12,18,4,5,3,Tundra,8,Huge,6,Terravore,3,,Mountable,Chilled
Hisuian Avalugg,Ice|Rock,10,12,18,4,5,3,Tundra,8,Huge,6,Terravore,3,,Mountable,Chilled
Snom,Ice|Bug,6,4,5,7,5,3,Tundra,1,Small,1,Herbivore,2,Climber|Slow,Threaded|Underdog,Chilled
Frosmoth,Ice|Bug,7,7,6,14,10,7,Tundra,3,Medium,1,Herbivore,3,Climber|Flier,Threaded,Chilled
Cetoddle,Ice,11,7,5,3,4,4,Tundra,5,Medium,3,Carnivore,2,,Underdog,
Cetitan,Ice,17,11,7,5,6,7,Tundra,12,Huge,6,Carnivore,3,Swimmer,Mountable,
Rattata,Normal,4,7,4,4,4,7,"Grasslands, Urban",1,Small,1,Omnivore,2,Quick,Underdog,
Raticate,Normal,6,8,6,5,7,10,"Grasslands, Urban",3,Small,2,Omnivore,3,Quick,Underdog,Tracker
Spearow,Normal|Flying,5,6,4,4,4,7,Mountain,1,Small,1,Omnivore,2,Flier,Underdog,
Fearow,Normal|Flying,8,11,8,6,6,12,Mountain,5,Medium,3,Omnivore,3,Flier,Mountable,
Meowth,Normal,4,5,4,4,4,9,Urban,2,Small,1,Carnivore,2,,Underdog,Tracker
Persian,Normal,7,9,7,9,7,12,Urban,3,Medium,3,Carnivore,3,,,Pack Mon|Tracker
Doduo,Normal|Flying,4,9,5,4,4,8,Grasslands,4,Medium,3,Herbivore,2,Jumper|Quick,Underdog,
Dodrio,Normal|Flying,6,12,8,6,7,12,Grasslands,7,Medium,4,Herbivore,3,Jumper|Quick,Mountable,
Lickitung,Normal,9,6,8,6,8,3,"Forest, Grasslands",2,Medium,4,Omnivore,2,,Reach|Underdog,
Lickilicky,Normal,11,9,10,8,10,5,"Forest, Grasslands",5,Medium,5,Omnivore,3,,Reach,
Munchlax,Normal,14,9,4,4,9,1,"Forest, Mountain",4,Small,4,Omnivore,2,Slow,Underdog,Tracker
Snorlax,Normal,16,11,7,7,11,3,"Forest, Mountain",12,Large,6,Omnivore,3,Slow,,Tracker
Sentret,Normal,5,6,5,5,6,3,"Forest, Grasslands",1,Small,1,Herbivore,2,,Underdog,
Furret,Normal,9,8,6,5,6,9,"Forest, Grasslands",3,Medium,3,Herbivore,3,Quick,Underdog,Tracker
Hoothoot,Normal|Flying,6,3,4,5,7,5,Forest,1,Small,2,Carnivore,2,Flier|Jumper,Darkvision|Underdog,
Noctowl,Normal|Flying,10,5,5,9,10,7,Forest,3,Medium,3,Carnivore,3,Flier|Jumper,Darkvision,Dead Silent
Aipom,Normal,6,7,6,5,6,9,Forest,2,Small,2,Omnivore,2,Climber|Jumper|Quick,Underdog,
Ambipom,Normal,8,11,7,6,7,12,Forest,4,Medium,2,Omnivore,3,Climber|Jumper|Quick,,
Teddiursa,Normal,6,8,5,5,5,4,"Cave, Mountain",1,Small,1,Omnivore,2,,Underdog,Tracker
Ursaring,Normal,9,13,8,8,8,6,"Cave, Mountain",8,Medium,5,Omnivore,3,Swimmer,,Tracker
Ursaluna,Normal|Ground,13,12,10,4,7,5,"Cave, Wetlands",9,Large,6,Omnivore,3,Burrower|Swimmer,Groundshaper,Tracker|Tremorsense
Ursaluna (Blood Moon),Normal|Ground,11,7,12,14,7,5,"Cave, Wetlands",9,Large,6,Omnivore,3,Burrower|Swimmer,Groundshaper,Mindlock|Tracker|Tremorsense
Girafarig,Normal|Psychic,8,8,7,11,7,10,Grasslands,4,Medium,3,Herbivore,2,,Mountable,
Farigiraf,Normal|Psychic,13,11,8,12,8,6,Grasslands,5,Huge,5,Herbivore,3,,Mountable,
Dunsparce,Normal,10,7,7,7,7,5,Cave,1,Medium,2,Herbivore,2,Burrower|Swimmer,Darkvision,
Dudunsparce,Normal,13,10,8,9,8,6,Cave,2,Huge,3,Herbivore,3,Burrower|Swimmer,Darkvision,
Stantler,Normal,7,9,6,8,7,7,"Grasslands, Tundra",4,Medium,4,Herbivore,2,Jumper|Quick,Underdog,Tracker
Wyrdeer,Normal|Psychic,10,9,6,11,9,8,"Grasslands, Tundra",5,Medium,4,Herbivore,3,Jumper|Quick,Mountable,Premonition|Tracker
Zigzagoon,Normal,5,4,5,4,5,7,"Forest, Grasslands",1,Small,2,Herbivore,2,Jumper,Underdog,Tracker
Linoone,Normal,8,7,6,5,6,10,"Forest, Grasslands",3,Small,3,Herbivore,3,Jumper|Quick,Underdog,Tracker
Taillow,Normal|Flying,4,6,4,3,4,9,Grasslands,1,Small,1,Omnivore,2,Flier,Underdog,
Swellow,Normal|Flying,7,9,7,8,7,13,Grasslands,3,Small,2,Omnivore,3,Flier,,
Skitty,Normal,5,5,5,5,5,5,Grasslands,1,Small,1,Omnivore,2,,Underdog,Tracker
Delcatty,Normal,7,7,7,6,6,9,Grasslands,2,Medium,3,Omnivore,3,,Underdog,Tracker
Swablu,Normal|Flying,5,4,6,4,8,5,Mountain,1,Small,1,Herbivore,2,Flier,Underdog,
Altaria,Dragon|Flying,9,7,9,7,11,8,Mountain,4,Medium,2,Herbivore,3,Flier,,
Bidoof,Normal,7,7,4,4,4,4,"Grasslands, Wetlands",1,Small,2,Herbivore,2,Swimmer,Underdog,
Bibarel,Normal|Water,8,9,6,6,6,6,"Grasslands, Wetlands",3,Medium,3,Herbivore,3,Swimmer,,
Buneary,Normal,6,7,4,5,6,9,Grasslands,1,Small,1,Herbivore,2,Jumper,Underdog,
Lopunny,Normal,7,9,8,5,10,12,Grasslands,2,Medium,3,Herbivore,3,Jumper,,
Glameow,Normal,5,6,4,4,4,9,"Grasslands, Urban",1,Small,1,Carnivore,2,Quick,Underdog,
Purugly,Normal,7,8,6,6,6,11,"Grasslands, Urban",2,Medium,3,Carnivore,3,Quick,Underdog,Tracker
Patrat,Normal,6,6,4,4,5,5,Grasslands,2,Small,2,Herbivore,2,,Underdog,Tracker
Watchog,Normal,6,9,7,6,7,8,Grasslands,3,Medium,3,Herbivore,3,,,Tracker
Minccino,Normal,6,5,4,4,4,8,"Grasslands, Urban",1,Small,1,Herbivore,2,,Underdog,
Cinccino,Normal,8,11,6,8,6,12,"Grasslands, Urban",2,Small,1,Herbivore,3,,,
Deerling,Normal|Grass,6,6,5,4,5,8,"Forest, Grasslands",2,Small,2,Herbivore,2,,Underdog,Pack Mon
Sawsbuck,Normal|Grass,9,10,8,6,8,10,"Forest, Grasslands",5,Large,4,Herbivore,3,,Mountable,Pack Mon
Rufflet,Normal|Flying,7,8,5,4,5,6,Mountain,2,Small,1,Carnivore,2,Flier,Underdog,
Braviary,Normal|Flying,10,12,8,6,8,8,Mountain,6,Medium,3,Carnivore,3,Flier|Quick,Mountable,
Hisuian Braviary,Normal|Psychic,11,6,8,11,9,7,Mountain,6,Medium,3,Omnivore,3,Flier|Quick,Mountable|Telekinetic,
Bunnelby,Normal,5,5,5,4,5,6,"Grasslands, Mountain",2,Small,1,Herbivore,2,Burrower|Jumper,Underdog,
Diggersby,Normal|Ground,9,6,8,5,8,8,"Grasslands, Mountain",3,Medium,3,Herbivore,3,Burrower|Jumper,Groundshaper|Underdog,Tremorsense
Yungoos,Normal,6,7,4,4,4,5,Grasslands,1,Small,1,Carnivore,2,,Underdog,Tracker
Gumshoos,Normal,9,11,6,6,6,5,Grasslands,3,Small,2,Carnivore,3,,Underdog,Tracker
Stufful,Normal|Fighting,7,8,5,5,5,5,Forest,6,Small,1,Omnivore,2,,Underdog,
Bewear,Normal|Fighting,12,13,8,6,6,6,Forest,11,Large,5,Omnivore,3,,,
Skwovet,Normal,7,6,6,5,4,3,Forest,2,Small,1,Herbivore,2,Climber,Underdog,
Greedent,Normal,13,10,11,6,9,2,Forest,3,Small,1,Herbivore,3,Climber,,
Wooloo,Normal,5,4,6,4,6,5,Grasslands,4,Small,1,Herbivore,2,,Underdog,
Dubwool,Normal,7,8,11,6,10,9,Grasslands,7,Medium,3,Herbivore,3,,,
Lechonk,Normal,8,5,4,4,5,4,"Grasslands, Wetlands",2,Small,1,Omnivore,2,,Underdog,Tracker
Oinkologne Female,Normal,13,9,7,6,9,7,"Grasslands, Wetlands",4,Medium,5,Omnivore,3,,,Alluring|Tracker
Oinkologne Male,Normal,12,10,8,6,8,7,"Grasslands, Wetlands",4,Medium,5,Omnivore,3,,,Alluring|Tracker
Tandemaus,Normal,5,5,5,4,5,8,Urban,2,Small,1,Omnivore,2,,Underdog,
Maushold,Normal,7,9,7,7,9,12,Urban,4,Small,1,Omnivore,3,,,
Ekans,Poison,4,6,4,6,5,6,Grasslands,1,Medium,1,Carnivore,2,,Darkvision|Underdog,
Arbok,Poison,8,12,8,7,8,8,Grasslands,3,Large,4,Carnivore,3,,Darkvision,
Grimer,Poison,8,8,5,4,5,3,"Wetlands, Urban",2,Small,3,Terravore,2,Grounded|Slow,Underdog,Amorphous|Dead Silent|Repulsive
Muk,Poison,11,11,8,7,10,5,"Wetlands, Urban",3,Medium,3,Terravore,3,Grounded|Slow,,Amorphous|Dead Silent|Repulsive
Koffing,Poison,4,7,10,6,5,4,Urban,1,Small,1,Nullivore,2,Flier,Underdog,Repulsive
Weezing,Poison,8,9,12,9,7,6,Urban,4,Medium,1,Nullivore,3,Flier,,Repulsive
Galarian Weezing,Poison|Fairy,7,9,12,9,7,6,Urban,4,Huge,2,Nullivore,3,Flier,,
Gulpin,Poison,8,4,5,4,5,4,Wetlands,1,Small,1,Omnivore,2,Climber|Grounded|Slow,Underdog,Amorphous
Swalot,Poison,13,8,8,8,8,6,Wetlands,3,Medium,4,Omnivore,3,Climber|Grounded,,Amorphous
Stunky,Poison|Dark,6,6,5,4,4,7,Grasslands,2,Small,2,Herbivore,2,,Darkvision|Underdog,Repulsive
Skuntank,Poison|Dark,10,10,7,10,6,8,Grasslands,6,Medium,3,Herbivore,3,,Darkvision,Repulsive
Skorupi,Poison|Bug,4,5,9,3,6,7,"Desert, Forest",2,Small,2,Carnivore,2,Slow,Underdog,
Drapion,Poison|Dark,7,9,11,6,8,10,"Desert, Forest",7,Medium,4,Carnivore,3,,Darkvision,
Croagunk,Poison|Fighting,5,6,4,6,4,5,Wetlands,3,Small,2,Herbivore,2,Jumper|Swimmer,Underdog,
Toxicroak,Poison|Fighting,8,11,7,9,7,9,Wetlands,8,Medium,3,Herbivore,3,Jumper|Swimmer,,
Trubbish,Poison,5,5,6,4,6,7,Urban,2,Small,3,Terravore,2,Slow,Underdog,Repulsive
Garbodor,Poison,8,11,9,6,9,8,Urban,6,Large,5,Terravore,3,,,Repulsive
Skrelp,Poison|Water,5,6,6,6,6,3,Ocean,1,Small,1,Carnivore,2,Swimmer,Underdog,Gilled
Dragalge,Poison|Dragon,7,8,9,11,12,4,Ocean,6,Medium,4,Carnivore,3,Swimmer,Mountable,Gilled
Mareanie,Poison|Water,5,5,6,4,5,5,"Ocean, Wetlands",1,Small,1,"Carnivore, Terravore",2,Slow|Swimmer,Underdog,Gilled
